residual_z_egt,residual_z_cht,residual_z_oil_pressure,residual_z_oil_temp,residual_z_vibration,residual_z_fuel_flow,engine_hours,degradation_stage,rul_hours,run_id
-1.6436048796354956,-3.0352216865286845,0.45064126412306094,-0.333094419805222,1.7429146373011775,0.826813883222045,50.0,healthy,792.0,1
-0.44445793633196884,-0.40990759100493074,2.0166938229487164,0.36875366152940875,1.2746542233460874,0.10574102358940521,50.9,healthy,791.1,1
2.647573914431855,-2.02153115602375,-0.7890305531819654,2.2160454237550407,1.0296231291159599,-0.5910357403041062,51.7,healthy,790.3,1
0.47360415389764376,1.9819801403783937,-1.0511179843353509,-0.644283106099834,0.03521299409914053,0.5270622145057569,52.6,healthy,789.4,1
-0.029676845025120448,1.4403577456739058,-4.162272340432447,-4.9073394365489955,-2.3801526781003273,-0.36680303572198075,53.5,healthy,788.5,1
-0.15617952543173988,0.7794174961782511,0.4133598849228698,1.5652950423686867,-0.8197556677766812,-1.8474609170570004,54.3,healthy,787.7,1
-1.3480125624129367,0.24980407740899555,2.413251811378817,-1.1544674320554837,2.845541583160829,-1.4877224507745512,55.2,healthy,786.8,1
2.737452359365077,-1.5701690569738307,0.2885434949626704,-1.6895497303334375,0.625513252000224,-1.1148918807991415,56.0,healthy,786.0,1
-2.3645798965812403,-2.161322667920036,-1.0441202990654488,0.24823408442532174,-0.1587250939486346,-0.6653919757122276,56.9,healthy,785.1,1
0.3835178342896017,-2.7741178962760307,2.2295849789293225,2.2158130168570462,0.0029700375267149386,-0.8848315666379007,57.8,healthy,784.2,1
1.4633337734681353,-0.9684007479647324,-3.317991391507456,1.854656847493096,-1.7190080728833543,-1.3665078329603317,58.6,healthy,783.4,1
-1.13754492453338,-1.0478584211475312,-1.110642113894093,-1.6014329316328033,0.9813838036578756,-1.8161634795378163,59.5,healthy,782.5,1
-0.9264755441741023,-1.3378621565163986,-0.3484543148572401,-3.1312900721801444,-4.41034890171298,-0.6380830439096346,60.4,healthy,781.6,1
3.8143033492342293,0.8349643141967178,-0.4022767759747418,-3.3351717901966773,1.2810172545151461,-0.8285621660957804,61.2,healthy,780.8,1
0.22186792267811611,-0.3223752303179828,-2.928658671721984,2.225796829850164,0.6387022008185437,-2.8207682087810424,62.1,healthy,779.9,1
-1.228484624385493,-1.7509321313912005,-0.11693656736169304,-2.600161457916933,0.3647916668888037,-0.9639609401634562,63.0,healthy,779.0,1
1.220082111213424,-2.0211714727465413,2.214350990907591,-0.39622056009921647,1.0610201519255174,-0.8886633151585467,63.8,healthy,778.2,1
0.2608170722779055,2.715441025468802,-1.4308227189624494,2.2130753189336136,-1.7323359328621077,1.1190061646977916,64.7,healthy,777.3,1
4.579517379215588,2.0304120998627813,-1.9003433331272586,-1.1531559931310753,-0.07405580798239732,2.461602261760656,65.5,healthy,776.5,1
-0.5991331055642787,-1.3376419010264315,-0.16432123859137668,3.0821664474904504,-0.738698771758956,3.1710599379551865,66.4,healthy,775.6,1
-2.0690094609034206,-1.6576549417317044,-0.18709971618600943,3.0971663760320083,-2.3672653009650326,1.8265487284110202,67.3,healthy,774.7,1
1.250464636055701,-0.6963488453753652,2.4515925609781943,-2.3769968842386198,-1.6030625779525831,2.681466078963898,68.1,healthy,773.9,1
-0.8290260847680918,-0.0681640224168424,0.596449702886869,0.16628851889114762,0.7429850471672391,0.03705902624904653,69.0,healthy,773.0,1
-1.331497466536264,-0.8970117002083806,0.7253243273610454,-2.360277421326779,-2.0189761787372973,1.067116485725213,69.9,healthy,772.1,1
-2.8778115279649823,2.190935917512983,-3.508364884468888,-0.33546829026332764,1.9650607018945505,-0.2899774512672227,70.7,healthy,771.3,1
-2.2655604363416835,-3.1666960278125886,1.0769335922759309,1.1698450218062708,-1.224415225279107,-1.849082659969656,71.6,healthy,770.4,1
0.5578809233828367,0.04036535475050144,-0.037231028896056784,0.641811016059829,2.049300023207187,0.05408732683187734,72.5,healthy,769.5,1
1.8573000453611024,0.18912672095884495,-3.417307366431004,-1.6980671664701465,2.1448369462424073,-0.47275921956629313,73.3,healthy,768.7,1
0.34964520306460606,-0.08537628171623969,-1.902524508302762,0.06287713290329645,-1.1035731523147838,-0.1649348091853802,74.2,healthy,767.8,1
1.585520319178966,-1.9515384068323174,-1.4329505228155623,-1.407952805676028,3.286365336550277,-0.31184118656372534,75.0,healthy,767.0,1
1.6140155607892308,0.386055335925077,-0.09300305379000078,-0.12596730546308232,1.2247968084125223,-0.005270833750341459,75.9,healthy,766.1,1
-0.2569987427244532,1.0558967361854492,-0.38960058340351306,0.15781811748380029,-0.9911238197197216,0.051107247266709385,76.8,healthy,765.2,1
0.7490271572755213,-2.2271386455721522,0.2007224944751407,1.695134412757329,-0.27879792873305054,0.08727566918762338,77.6,healthy,764.4,1
-0.41274610764797276,0.1684873670630776,0.5600252858632008,-1.5213258706667037,-2.1075076320552313,-0.5365897001912374,78.5,healthy,763.5,1
1.0607133506388515,-4.838101782473669,0.14449228181348858,-1.0743520708430323,-2.216904493367442,0.8143851197799437,79.4,healthy,762.6,1
-1.7252394525958306,-0.09519886829225338,0.7773241074685433,-0.6188663683802155,-0.7445027239950143,-0.2642621611952888,80.2,healthy,761.8,1
0.5924373528803004,-1.2966784212756108,0.4789764012830055,0.43121024861729007,-0.8744363671546946,-0.6861375886769867,81.1,healthy,760.9,1
-3.973278242003799,1.7156043632142344,-0.5099911816294673,1.2618504859251818,-3.858869926088483,-0.5270060121417722,82.0,healthy,760.0,1
4.227268272329392,1.7491801909342326,-0.46711689064498463,-0.7474330343274463,3.0528611771853797,-1.4949087355746529,82.8,healthy,759.2,1
0.25012246729650267,-0.9494911069077046,-0.3280191404174594,3.1145180410413786,0.255413957940725,-1.6171981389580146,83.7,healthy,758.3,1
0.3863460239445404,-4.166205337871019,0.844818690173241,-1.7581277491096161,1.0551494624745863,-3.539860866146385,84.5,healthy,757.5,1
2.1367054898777735,-0.03593195525498727,0.17177308360465177,-0.20646586138235257,1.3827636237690444,1.9325501111444416,85.4,healthy,756.6,1
-0.6048223071912141,-1.613630112739443,0.034087155905319126,-0.19621505713141954,4.976953421922955,0.30304094592550385,86.3,healthy,755.7,1
1.0570372511261032,0.8384075743336141,-1.176398604099752,-0.7610385214810127,-0.8894888549987364,2.2218626139606275,87.1,healthy,754.9,1
-1.0450953980956774,0.6547488474654332,-0.930047657003456,0.253746831380783,0.3650763900896098,1.297027491196586,88.0,healthy,754.0,1
-0.2869272255138216,2.744520812223629,-0.20756711482044404,-0.4312254657356061,0.15704932129888352,-0.8422201869658827,88.9,healthy,753.1,1
1.9481139263310403,0.16395091224655312,-1.711431005992074,1.8638645874518365,-0.8053250773281032,1.883074086707198,89.7,healthy,752.3,1
0.30861183633035394,1.747460581558336,1.1626257819042685,0.3569811454463534,1.9105449992184542,-0.04140048958284965,90.6,healthy,751.4,1
2.599735387289979,2.0866196843511675,-0.38870233397758663,1.0716890751368182,-0.03760223806752536,0.6690014540403587,91.5,healthy,750.5,1
-1.5544594664503801,1.203657859572313,-1.2224550343061198,-1.7970600546472664,-1.295045053197741,2.1327972719053028,92.3,healthy,749.7,1
0.11067138280241497,-3.6057783781230746,-1.8625131356118911,0.765632707839624,2.313539108476525,-3.8244048015193086,93.2,healthy,748.8,1
-0.1270114263213256,-1.430733186969612,0.3956567179859271,-1.24445178618645,-1.2400346403267835,-1.2933895731180005,94.0,healthy,748.0,1
-0.6643510495992171,0.3537505238307595,-1.3025905643691456,1.7804526450612408,2.3977675778594003,1.11205281499663,94.9,healthy,747.1,1
1.2542774952229938,1.089888826574573,-2.537817456824367,0.13861134741362588,-0.33228711206113154,2.914869587361253,95.8,healthy,746.2,1
-0.33802063243264646,-0.24982226364212054,3.023164178587636,-1.46860547255563,-0.3280386246225552,0.6295438395523416,96.6,healthy,745.4,1
0.8000494491739687,0.6376254986390433,0.9795087747760298,-0.12107707698439835,-2.343731222576804,-0.275149168522889,97.5,healthy,744.5,1
0.03274026128577804,2.43413030953007,1.2373093810346052,-0.2990149916376464,1.0069582063283948,-1.2409871322161419,98.4,healthy,743.6,1
0.1546423469152517,0.8163335287141541,-2.12066820801165,1.775756088997554,-1.4933509676140633,-0.49602869109939096,99.2,healthy,742.8,1
2.541016262036619,-1.1176834528557729,-1.1344024224195288,1.0233733410925343,0.6846119786877362,-1.227273247550513,100.1,healthy,741.9,1
-1.3784990245926492,-0.8935280262201122,-0.8906193408345641,-0.2640598874793938,0.6905873655761033,2.64540667608638,101.0,healthy,741.0,1
2.6342371129256454,0.797106638923851,1.1139138766573575,-1.413501520365698,0.45493050847370375,-0.6268970806338412,101.8,healthy,740.2,1
-0.3646504723556893,4.151723034231822,-1.4232248580671574,-0.46148539720455983,-0.6917422455972843,2.1519265590527437,102.7,healthy,739.3,1
2.0405032785207857,3.233330385954991,2.2966123108115717,0.25472072695334647,0.5279293191188436,-0.2013161906662318,103.5,healthy,738.5,1
0.9466722099497336,0.5381104310202512,-0.5567817192702548,1.2020098598141657,1.5314023657625393,-0.4055984103066255,104.4,healthy,737.6,1
0.7359474639197187,0.7470096287629232,-0.6097200290469941,0.05200934367314975,-0.7739710208396556,0.1381740197158999,105.3,healthy,736.7,1
1.2202735747297149,0.5567028233440038,-1.4047150792578356,-0.656393165534747,0.8283036187326274,-0.49700901606882564,106.1,healthy,735.9,1
1.5060793710766887,0.06278695949178463,0.907063750167913,2.08907517185715,1.2908604930993677,-1.0626731132856249,107.0,healthy,735.0,1
-0.17330730456050328,2.8386123409882886,-0.8823377228090056,-0.5722189838537024,0.21086742145046408,2.793841012914574,107.9,healthy,734.1,1
-0.6666157894776522,0.8639875215596275,-1.3593716093581414,-0.18478700127218614,1.640770417785025,-1.1914858844287997,108.7,healthy,733.3,1
1.0366436514479704,-1.2396948908408716,-1.5880888729372076,-0.8796946932779437,-0.8137357104625073,-1.0882384175307673,109.6,healthy,732.4,1
